8400,10165,9482,8041,7939,7608,8304,8485,7278,7427,-5
10165,9482,8041,7939,7608,8304,8485,7278,7427,7556,2
9482,8041,7939,7608,8304,8485,7278,7427,7556,7763,2
8041,7939,7608,8304,8485,7278,7427,7556,7763,6995,3
7939,7608,8304,8485,7278,7427,7556,7763,6995,6593,-5
7608,8304,8485,7278,7427,7556,7763,6995,6593,6766,-4
8304,8485,7278,7427,7556,7763,6995,6593,6766,6486,2
8485,7278,7427,7556,7763,6995,6593,6766,6486,6120,-2
7278,7427,7556,7763,6995,6593,6766,6486,6120,6536,-3
7427,7556,7763,6995,6593,6766,6486,6120,6536,5462,5
7556,7763,6995,6593,6766,6486,6120,6536,5462,5906,-5
7763,6995,6593,6766,6486,6120,6536,5462,5906,7147,5
6995,6593,6766,6486,6120,6536,5462,5906,7147,6074,5
6593,6766,6486,6120,6536,5462,5906,7147,6074,6038,-5
6766,6486,6120,6536,5462,5906,7147,6074,6038,5596,0
6486,6120,6536,5462,5906,7147,6074,6038,5596,4529,-4
6120,6536,5462,5906,7147,6074,6038,5596,4529,5149,-5
6536,5462,5906,7147,6074,6038,5596,4529,5149,6640,5
5462,5906,7147,6074,6038,5596,4529,5149,6640,7593,5
5906,7147,6074,6038,5596,4529,5149,6640,7593,6264,5
7147,6074,6038,5596,4529,5149,6640,7593,6264,6091,-5
6074,6038,5596,4529,5149,6640,7593,6264,6091,6504,-1
6038,5596,4529,5149,6640,7593,6264,6091,6504,6909,5
5596,4529,5149,6640,7593,6264,6091,6504,6909,7803,5
4529,5149,6640,7593,6264,6091,6504,6909,7803,6562,5
5149,6640,7593,6264,6091,6504,6909,7803,6562,5600,-5
6640,7593,6264,6091,6504,6909,7803,6562,5600,6091,-5
7593,6264,6091,6504,6909,7803,6562,5600,6091,5959,5
6264,6091,6504,6909,7803,6562,5600,6091,5959,6379,-1
6091,6504,6909,7803,6562,5600,6091,5959,6379,5898,5
6504,6909,7803,6562,5600,6091,5959,6379,5898,6676,-4
6909,7803,6562,5600,6091,5959,6379,5898,6676,6058,5
7803,6562,5600,6091,5959,6379,5898,6676,6058,5301,-5
6562,5600,6091,5959,6379,5898,6676,6058,5301,4311,-5
5600,6091,5959,6379,5898,6676,6058,5301,4311,4352,-5
6091,5959,6379,5898,6676,6058,5301,4311,4352,4004,1
5959,6379,5898,6676,6058,5301,4311,4352,4004,4823,-3
6379,5898,6676,6058,5301,4311,4352,4004,4823,5664,5
5898,6676,6058,5301,4311,4352,4004,4823,5664,5291,5
6676,6058,5301,4311,4352,4004,4823,5664,5291,5017,-3
6058,5301,4311,4352,4004,4823,5664,5291,5017,5778,-2
5301,4311,4352,4004,4823,5664,5291,5017,5778,4107,5
4311,4352,4004,4823,5664,5291,5017,5778,4107,3872,-5
